tarikh,nama_kluster,kategori_kluster,negeri,daerah,jumlah_kes,jumlah_disaring
2021-06-06,Hilir Sungai Kluang Tiga,Tempat Kerja,Pulau Pinang,"Barat Daya, Timur Laut, dan Seberang Perai Utara",71,683
2021-06-06,Industri Chain Ferry,Tempat Kerja,Pulau Pinang,Seberang Perai Utara dan Seberang Perai Tengah,25,318
2021-06-06,Murni C,Komuniti,Sabah,Nabawan dan Penampang,22,127
2021-06-07,Jalan Burma,Tempat Kerja,Pulau Pinang,Timur Laut dan Seberang Perai Tengah,17,43
2021-06-07,Dah Ria Jaya,Tempat Kerja,Kedah,"Kuala Muda, Baling, dan Sik",58,504
2021-06-07,Sungai Durin,Komuniti,Sarawak,Sibu,22,52
2021-06-07,Jalan Masket,Komuniti,Sarawak,Bintulu,17,45
2021-06-07,Kampung Bolong Baru,Komuniti,Sabah,Kota Belud,33,266
2021-06-07,Jalan Budi,Komuniti,Sabah,Tawau,10,21
2021-06-07,Industri Kampung Gebok,Tempat Kerja,Negeri Sembilan,Seremban,57,112
2021-06-07,Jalan Walter Granier,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,10,16
2021-06-07,Jalan Keranji,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,28,55
2021-06-07,Taman Wawasan,Komuniti,Sabah,"Beaufort, Papar, dan Kota Kinabalu",32,77
2021-06-07,Kampung Gajah Mati,Tempat Kerja,Kelantan,Pasir Puteh,12,26
2021-06-07,Jalan Parit Hulu,Tempat Kerja,Johor,Muar,16,95
2021-06-07,Pedas 2,Tempat Kerja,Negeri Sembilan,Rembau,42,120
2021-06-07,Jalan Ilmu,Tempat Kerja,Sarawak,Miri,24,242
2021-06-07,Jalan Airport,Tempat Kerja,Sarawak,Miri,12,122
2021-06-07,Jalan Besar Rengit,Tempat Kerja,Johor,Batu Pahat,10,106
2021-06-07,Jalan Perindustrian Tujuh,Tempat Kerja,Johor,Tangkak dan Muar,25,809
2021-06-07,Jalan SS Enam,Tempat Kerja,Selangor,Petaling,31,71
2021-06-07,Jalan Tujuh Selatan,Tempat Kerja,Selangor,"Sepang, Petaling, Kuala Langat, dan Klang",16,72
2021-06-07,Jalan Keretapi Lama Klang,Tempat Kerja,Selangor,Klang dan Kuala Selangor,14,109
2021-06-07,Integrasi Rawang Satu,Tempat Kerja,Selangor,Gombak,12,37
2021-06-07,Pelandang,Komuniti,Terengganu,Dungun,24,43
2021-06-07,Hamparan,Tempat Kerja,Sabah,Kinabatangan,27,148
2021-06-08,Ocean Blue,Tempat Kerja,Sabah,Kota Kinabalu,99,185
2021-06-08,Industri Tanjung Agas,Tempat Kerja,Johor,Tangkak,8,42
2021-06-08,Segara,Tempat Kerja,Sabah,Kota Kinabalu,11,141
2021-06-08,Coral,Tempat Kerja,Sabah,Kota Kinabalu,9,283
2021-06-08,Jalan Kesang,Tempat Kerja,Johor,Tangkak,19,261
2021-06-08,Jalan Enam C,Tempat Kerja,Selangor,"Hulu Langat, Klang, Petaling, dan Sepang",21,48
2021-06-08,Jalan Equine,Tempat Kerja,Selangor,Petaling,29,99
2021-06-08,Jalan Satu Olak Dua,Tempat Kerja,Selangor,Kuala Langat,6,68
2021-06-08,Teluk Kabung,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,47,132
2021-06-08,Bukit Rahman Lapan,Tempat Kerja,Selangor,Gombak,19,127
2021-06-08,Tapak Bina Muda 2,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,33,60
2021-06-08,Dah Mahang Merah,Tempat Kerja,Kedah,Kulim dan Kuala Muda,19,44
2021-06-08,Jalan Cempedak 2,Kumpulan Berisiko tinggi,WP Kuala Lumpur,Kepong,17,56
2021-06-08,Jalan Logah Segamat,Keagamaan,Johor,Segamat,14,30
2021-06-08,Jalan Melang,Kumpulan Berisiko Tinggi,Negeri Sembilan,Kuala Pilah,29,232
2021-06-08,Rantau Kenanga,Komuniti,Perak,Hilir Perak,39,69
2021-06-08,Ulu Sebakong,Komuniti,Sarawak,Mukah,61,147
2021-06-08,Ulu Teru,Komuniti,Sarawak,Miri dan Beluru,46,468
2021-06-08,Jalan Alamanda Presint Satu,Tempat Kerja,WP Putrajaya,Putrajaya,11,44
2021-06-08,Kampung Bundu,Komuniti,Sabah,Kuala Penyu,39,303
2021-06-08,Jalan Sri Jaafar,Tempat Kerja,Pahang,Bentong,32,155
2021-06-08,Jalan Kota Jelasin,Tempat Kerja,Kelantan,Kota Bharu dan Tumpat,10,24
2021-06-08,Jalan Seruling,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan,23,547
2021-06-08,Tanjung Aru Baru,Komuniti,Sabah,Kota Kinabalu,30,213
2021-06-09,Lorong Perusahaan 8A,Tempat Kerja,Pulau Pinang,"Sebarang Perai Utara, Seberang Perai Tengah, dan Seberang Perai Selatan",34,134
2021-06-09,Camar Lapan,Tempat Kerja,Selangor,Kuala Langat,8,21
2021-06-09,Putra Sembilan,Institusi Pendidikan Swasta Berdaftar di bawah KPM,WP Putrajaya dan Selangor,Putrajaya dan Sepang,10,49
2021-06-09,Sungai Rasau 27,Tempat Kerja,Selangor,"Klang, Petaling, dan Kuala Langat",35,149
2021-06-09,Jalan Keluli Sembilan,Tempat Kerja,Johor,Johor Bahru,14,44
2021-06-09,Industri Medan Tasek,Tempat Kerja,Perak,Kinta,19,231
2021-06-09,Industri Teluk Kalong,Tempat Kerja,Terengganu,Kemaman,103,"1,500"
2021-06-09,Lot Sembilan,Tempat Kerja,Sabah,Kuala Penyu dan Beaufort,24,88
2021-06-09,Jalan Wisma,Tempat Kerja,Sabah,Kota Kinabalu,7,25
2021-06-09,Alam Jaya Dua,Tempat Kerja,Selangor,Kuala Selangor dan Gombak,62,85
2021-06-09,Gong Mengkeleh,Komuniti,Kelantan,Pasir Puteh,20,40
2021-06-09,Dah Mengkudu,Tempat Kerja,Kedah,"Kota Setar, Kubang Pasu, Pendang, dan Yan",39,157
2021-06-09,Perusahaan Dua Batu Caves,Tempat Kerja,Selangor,Gombak,12,78
2021-06-09,Industri Balakong Tujuh,Tempat Kerja,Selangor,"Hulu Langat, Petaling, dan Gombak",36,183
2021-06-09,Kampung Huda,Tempat Kerja,Kelantan,"Kota Bharu, Bachok, Pasir Puteh, dan Tumpat",24,76
2021-06-10,Jalan Bukit Satu Zink,Tempat Kerja,Johor,Johor Bahru,30,73
2021-06-10,Jalan Bandar Pasir Gudang,Tempat Kerja,Johor,Johor Bahru,10,127
2021-06-10,Lebuh Sungai Tiram Satu,Tempat Kerja,Pulau Pinang,"Seberang Perai Tengah, Barat Daya, dan Timur Laut",18,673
2021-06-10,Jalan Besar Perai,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah dan Seberang Perai Utara,10,700
2021-06-10,Tapak Bina Jalan Kolam Air,Tempat Kerja,WP Kuala Lumpur,Kepong,131,349
2021-06-10,Kampung Lakai,Komuniti,Negeri Sembilan,Jelebu,50,369
2021-06-10,Bali Pie,Komuniti,Sarawak,Subis dan Miri,62,242
2021-06-10,Jalan Samarakan,Komuniti,Sarawak,Tatau,49,79
2021-06-10,Kampung Lobou,Keagamaan,Sabah,Kota Kinabalu,15,62
2021-06-10,Dah Pekan Baru,Tempat Kerja,Kedah,Kuala Muda,29,80
2021-06-10,Industri Kampung Jaya,Tempat Kerja,Selangor,Gombak dan Petaling,19,425
2021-06-10,Jalan Perusahaan Maju Empat,Tempat Kerja,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah, dan Seberang Perai Selatan",19,"2,253"
2021-06-10,Jalan Besar Batu Enam,Tempat Kerja,Johor,Muar,6,23
2021-06-10,Ploteknologi,Tempat Kerja,Johor,Muar dan Tangkak,49,109
2021-06-10,Jalan SS Lapan Empat,Tempat Kerja,"Selangor, WP Kuala Lumpur, dan WP Putrajaya","Gombak, Petaling, Hulu Langat, Kuala Langat, Kuala Selangor, Klang, Sepang, Lembah Pantai, dan Putrajaya",71,606
2021-06-10,Tapak Bina Alam Perdana,Tempat Kerja,Selangor,Kuala Selangor,24,336
2021-06-10,Jalan Tanjung Klang,Tempat Kerja,Selangor,"Klang, Kuala Langat, dan Petaling",31,162
2021-06-10,Jalan Tiga Salak Tinggi,Tempat Kerja,Selangor,Sepang dan Hulu Langat,70,"1,500"
2021-06-10,Jalan Perindustrian Balakong Jaya Dua,Tempat Kerja,Selangor,Hulu Langat,15,118
2021-06-10,Jalan Dua Olak Lempit,Tempat Kerja,Selangor,Kuala Langat,14,267
2021-06-10,Jalan Lee Bah Chai,Tempat Kerja,Johor,Muar,46,191
2021-06-10,Jalan Seri Austin,Tempat Kerja,Johor,Johor Bahru,9,23
2021-06-11,Industri Sungai Putus,Tempat Kerja,Selangor,Klang,52,261
2021-06-11,Kopi Blues,Komuniti,Sabah,Tawau,12,20
2021-06-11,Jalan Permatang Lapan,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,18,57
2021-06-11,Industri Puchong Lima,Tempat Kerja,Selangor,Petaling,44,68
2021-06-11,Bukit Bakri,Tempat Kerja,Johor,Muar,25,38
2021-06-11,Penchala,Komuniti,WP Kuala Lumpur,Kepong,105,521
2021-06-11,Industri Persiaran Raja Lumu,Tempat Kerja,Selangor,Klang,95,197
2021-06-11,Industri Jalan Batu Arang,Tempat Kerja,Selangor,Gombak dan Petaling,34,46
2021-06-11,Jalan Tanjung A Tiga,Tempat Kerja,Johor,Johor Bahru,19,119
2021-06-11,Jalan Renchong,Tempat Kerja,Johor,Muar,12,22
2021-06-11,Laman Satu,Tempat Kerja,Johor,Johor Bahru,10,34
2021-06-11,Sungai Kakus,Tempat Kerja,Sarawak,Tatau,51,117
2021-06-11,Pekan Tatau Baru,Tempat Kerja,Sarawak,Tatau,27,742
2021-06-11,Semanok,Tempat Kerja,Sarawak,Tatau,7,196
2021-06-11,Cabang Empat Chetok,Komuniti,Kelantan,Pasir Mas,17,27
2021-06-11,Industri Jalan Bunga Cempaka Dua,Tempat Kerja,Selangor,Hulu Selangor dan Petaling,71,261
2021-06-12,Indah,Komuniti,Sabah,Nabawan,21,124
2021-06-12,Kampung Kubang Batu,Komuniti,Kelantan,Pasir Mas dan Pasir Puteh,19,43
2021-06-12,Kedai Ketereh,Komuniti,Kelantan,Kota Bharu dan Machang,23,35
2021-06-12,Kampung Sinar Budi Baru,Komuniti,Sarawak,Kuching,23,577
2021-06-12,Kampung Baru Sipitang,Komuniti,Sabah,Sipitang,23,46
2021-06-12,Desa Pulau Rusa,Tempat Kerja,Terengganu,"Kuala Terengganu, Marang, dan Kuala Nerus",25,100
2021-06-12,Tembok Bukit Mertajam,Pusat Tahanan,Pulau Pinang,Seberang Perai Tengah,26,69
2021-06-12,Dah Bukit Makmur,Tempat Kerja,Kedah,"Kuala Muda, Pendang, dan Yan",41,377
2021-06-12,Jalan Besar Simpang Renggam,Tempat Kerja,Johor,Kluang,19,284
2021-06-12,Ambar Park,Komuniti,Sabah,Tawau,16,45
2021-06-12,Jalan Lai Tet Loke,Tempat Kerja,WP Kuala Lumpur,Cheras dan Titiwangsa,9,99
2021-06-12,Melatai,Komuniti,Sarawak,Kapit dan Bukit Mabong,45,139
2021-06-12,Jalan Pekeliling Tanjung,Tempat Kerja,Johor,Kulai dan Kota Tinggi,43,507
2021-06-12,Industri Batu 46,Tempat Kerja,Selangor,Hulu Selangor,11,30
2021-06-12,Industri Jalan Bandar Lama,Tempat Kerja,Selangor,Kuala Langat,18,300
2021-06-12,Jalan Bachok – Tok Bali,Pusat Tahanan,Kelantan,"Bachok, Kota Bharu, dan Tumpat",30,34
2021-06-12,Industri Jalan Udang Galah,Tempat Kerja,Selangor,Klang,21,94
2021-06-12,Flora Blue Valley,Tempat Kerja,Pahang,Cameron Highlands,22,49
2021-06-12,Industri Jalan Sellathevan,Tempat Kerja,Selangor,Klang,9,86
2021-06-12,Industri Jalan Haruan Enam,Tempat Kerja,Negeri Sembilan,Seremban,55,120
2021-06-12,Industri Taman Melur,Tempat Kerja,Negeri Sembilan,Seremban,68,134
2021-06-12,Jalan Perindustrian Bukit Minyak Tiga,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah dan Seberang Perai Selatan,9,132
2021-06-12,Perusahaan Baru Satu,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,22,98
2021-06-12,Industri Jalan 1/6 Gebeng,Tempat Kerja,Pahang,Kuantan,10,237
2021-06-13,Kampung Choh,Tempat Kerja,Johor,Pontian,9,62
2021-06-13,Tembikar Jalan Johor,Tempat Kerja,Johor,Batu Pahat,20,136
2021-06-13,Industri Jalan Sijangkang Utama,Tempat Kerja,Selangor,Kuala Langat dan Klang,24,221
2021-06-13,Industri Sungai Chandong Sembilan,Tempat Kerja,Selangor,Klang dan Petaling,13,104
2021-06-13,Industri Jalan Anggerik Mokara,Tempat Kerja,Selangor,Klang,5,45
2021-06-13,PLO Perindustrian 65,Tempat Kerja,Johor,Tangkak,27,98
2021-06-13,Lorong Satu A,Tempat Kerja,Sabah,"Kota Kinabalu, Tuaran dan Penampang",10,40
2021-06-13,Dah Sintok,Pendidikan Tinggi,Kedah,Kubang Pasu,19,231
2021-06-13,Desa Tun Razak 2,Tempat Kerja,WP Kuala Lumpur,Cheras,23,45
2021-06-13,Industri Jalan Sepuluh,Tempat Kerja,Kelantan,Kota Bharu dan Bachok,18,49
2021-06-13,Kampung Sebandi Hilir,Komuniti,Sarawak,Lundu,15,136
2021-06-13,Kebayau,Komuniti  ,Sabah,Kota Belud dan Keningau,27,149
2021-06-13,Kampung Tabuan Haji Drahman,Komuniti,Sarawak,Kuching,34,63
2021-06-13,Industri Jalan Usaha Merlimau,Tempat Kerja,Melaka,Jasin,31,105
2021-06-13,Jalan Agaseh,Tempat Kerja,Sabah,Lahad Datu,15,51
2021-06-14,Walit Agas,Tempat Kerja,Johor,Tangkak dan Muar,25,45
2021-06-14,Jalan Bukit Delima,Kumpulan Berisiko Tinggi,Negeri Sembilan,Seremban,28,37
2021-06-14,Sungai Sentebu,Komuniti,Sarawak,Sarikei,48,69
2021-06-14,Industri 5084 Pengkalan Chepa,Tempat Kerja,Kelantan,Kota Bharu,12,20
2021-06-14,Kampung Berangan Apam,Komuniti,Kelantan,Pasir Mas,8,19
2021-06-14,Kampung Senggang,Komuniti,Perak,Kuala Kangsar,18,47
2021-06-14,Ulu Sangan,Komuniti,Sarawak,Tatau,12,59
2021-06-14,Industri Jalan Makmur,Tempat Kerja,Selangor,Kuala Selangor,26,176
2021-06-14,Industri Subang Tujuh,Tempat Kerja,Selangor,Petaling,37,80
2021-06-14,Industri Sungai Pinang Lapan,Tempat Kerja,Selangor,Klang dan Petaling,75,300
2021-06-14,Industri Persiaran Usahawan Tiga,Tempat Kerja,Selangor,"Hulu Langat, Kuala Langat, dan Sepang",57,338
2021-06-14,Tapak Bina Persiaran Pertahanan,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,115,570
2021-06-14,Industri Jalan Tengah Empat,Tempat Kerja,Selangor,Gombak,11,42
2021-06-14,Jalan Aik Hwa Choon,Tempat Kerja,Johor,Muar,30,64
2021-06-14,Jalan Minyak Beku,Tempat Kerja,Johor,Batu Pahat,15,216
2021-06-14,Perindustrian Bakri Lima,Tempat Kerja,Johor,Muar,70,464
2021-06-14,Batu Empat Tunjong,Tempat Kerja,Kelantan,"Kota Bharu, Bachok, Pasir Mas, dan Pasir Puteh",29,66
2021-06-15,Industri Meranti Jaya 13,Tempat Kerja,Selangor,Sepang,81,137
2021-06-15,Industri Jalan Berangan,Tempat Kerja,Selangor,Klang,74,113
2021-06-15,Jalan Mesra,Kumpulan Berisiko Tinggi,WP Kuala Lumpur dan Selangor,Titiwangsa dan Hulu Langat,25,32
2021-06-15,Tapak Bina Wangsa Kuarza,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,14,242
2021-06-15,Industri Balakong Baru 11,Tempat Kerja,Selangor,Hulu Langat,61,282
2021-06-15,Jalan Keluli Lama,Tempat Kerja,Johor,Johor Bahru,12,46
2021-06-15,Dah Industri Arang,Tempat Kerja,Kedah,Kuala Muda dan Sik,17,107
2021-06-15,Industri Pulau Meranti,Tempat Kerja,Selangor,Sepang,57,126
2021-06-15,Industri Perusahaan Dua Bangi,Tempat Kerja,Selangor,Hulu Langat dan Petaling,42,218
2021-06-15,Industri Jalan Serendah,Tempat Kerja,Selangor,Petaling,24,234
2021-06-15,Kasap,Tempat Kerja,Johor,Segamat,9,12
2021-06-15,Industri Teknologi Cheng 28,Tempat Kerja,Melaka,Melaka Tengah,27,79
2021-06-15,Nanga Strass,Komuniti,Sarawak,Meradong,29,72
2021-06-15,Kampung Kolong,Komuniti,Sarawak,Kuching,44,52
2021-06-15,Nanga Sejugam,Komuniti,Sarawak,Julau,64,148
2021-06-15,Tingkat Perusahaan Empat,Tempat Kerja,Pulau Pinang,Seberang Perai Utara dan Seberang Perai Tengah,25,151
2021-06-15,Jalan Daya,Tempat Kerja,Sarawak,Kuching,27,153
2021-06-15,Dulang,Tempat Kerja,Sarawak,"Subis, Miri, dan Bintulu",39,289
2021-06-15,Desa Rejang,Komuniti,WP Kuala Lumpur,Titiwangsa,260,491
2021-06-16,Kionsom Kecil,Komuniti,Sabah,Kota Kinabalu,40,86
2021-06-16,Jalan Intan,Tempat Kerja,Perak,Hulu Perak dan Kinta,20,53
2021-06-16,Tapak Bina Jalan Gamuda Satu,Tempat Kerja,Selangor,Gombak,20,118
2021-06-16,Jalan Hujan Bubuk,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Lembah Pantai,12,34
2021-06-16,Jalan Dayang,Kumpulan Berisiko Tinggi,Selangor,Hulu Langat,8,18
2021-06-16,Jalan Lima Ampang Utama,Kumpulan Berisiko Tinggi,Selangor,Hulu Langat,15,22
2021-06-16,Sri Purnama,Komuniti,Kelantan,Pasir Puteh,17,29
2021-06-16,Lorong Tembun,Komuniti,Negeri Sembilan,Jelebu,22,25
2021-06-16,Jalan Bintulu – Tatau,Komuniti,Sarawak,Bintulu,24,151
2021-06-16,Jalan Mentahak,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,6,45
2021-06-16,Solok Perusahaan Satu,Tempat Kerja,Pulau Pinang dan Kedah,Seberang Perai Tengah dan Kulim,7,52
2021-06-16,Jalan Tun Fatimah,Tempat Kerja,Melaka,Melaka Tengah,31,465
2021-06-16,Jalan Song Ban Kheng,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,6,28
2021-06-16,Jalan Wawasan Empat,Tempat Kerja,Johor,Batu Pahat,10,16
2021-06-16,Jalan Tanjung Kidurong Tiga,Tempat Kerja,Sarawak,Bintulu,33,102
2021-06-16,Industri Cheras Jalan Tiga,Tempat Kerja,Selangor,Hulu Langat,33,262
2021-06-16,Industri Jalan SS 13,Tempat Kerja,Selangor,"Petaling, Gombak, Hulu Langat, Klang, dan Kuala Langat",148,"1,427"
2021-06-16,Industri Serendah Indah,Tempat Kerja,Selangor,Hulu Selangor dan Gombak,56,100
2021-06-16,Gran Stumbin,Komuniti,Sarawak,Sri Aman,82,620
2021-06-17,Dah Industri Hitam,Tempat Kerja,Kedah,Kubang Pasu,11,82
2021-06-17,Dah Industri Bakar,Tempat Kerja,Kedah,"Kuala Muda, Baling, Sik, dan Yan",33,436
2021-06-17,Dah Segar Indah,Tempat Kerja,Kedah,Langkawi,20,147
2021-06-17,Dah Industri Desa,Tempat Kerja,Kedah,Kuala Muda,13,79
2021-06-17,Lorong Industri Tujuh,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan,21,96
2021-06-17,Jalan Kidurong Empat,Komuniti,Sarawak,Bintulu,18,43
2021-06-17,Sawai Niah,Tempat Kerja,Sarawak,Subis dan Miri,32,375
2021-06-17,Pondok Batu Lapan,Tempat Kerja,Negeri Sembilan,Seremban,58,76
2021-06-17,Bari,Komuniti,Negeri Sembilan,Kuala Pilah,47,150
2021-06-17,Taman Midah,Pendidikan Lain,WP Kuala Lumpur,Cheras,12,38
2021-06-17,Tapak Bina Jalan Gelugor,Tempat Kerja,Pulau Pinang,Seberang Perai Utara,28,375
2021-06-17,Bukit Godek,Komuniti,Melaka,Melaka Tengah,30,66
2021-06-17,Industri Jalan KB 15,Tempat Kerja,Selangor,Petaling dan Hulu Langat,24,213
2021-06-17,Jalan Perindustrian Enam,Tempat Kerja,Johor,Tangkak,53,62
2021-06-17,Tanjung Ketom,Komuniti,Terengganu,Kuala Terengganu dan Marang,43,666
2021-06-17,Jalan Pamol,Tempat Kerja,Johor,Kluang,14,178
2021-06-17,Industri Jalan Utarid U5,Tempat Kerja,Selangor,"Petaling, Gombak, Kuala Selangor, dan Klang",73,87
2021-06-17,Industri Solok Waja Dua,Tempat Kerja,Selangor,Klang,32,41
2021-06-17,Industri Batu Empat Sungai Pelek,Tempat Kerja,Selangor,Sepang,21,126
2021-06-17,Industri Jalan Balakong Impian,Tempat Kerja,Selangor,Hulu Langat,9,20
2021-06-17,Jalan Ho Koon Suan,Tempat Kerja,Johor,Muar,11,22
2021-06-17,Jalan Masyhur Empat,Tempat Kerja,Johor,Johor Bahru,20,89
2021-06-17,Jalan Seri Alam,Tempat Kerja,Johor,Johor Bahru,9,154
2021-06-17,Jalan Teluk Sengat,Tempat Kerja,Johor,Kota Tinggi,12,133
2021-06-17,Industri Kilometer 15,Tempat Kerja,Selangor,Kuala Langat dan Klang,35,596
2021-06-18,Jalan Sungai Tapang,Tempat Kerja,Sarawak,"Kuching, Samarahan dan Asajaya",31,236
2021-06-18,Pintas – Lingkudau,Tempat Kerja,Sabah,Keningau dan Tambunan,10,91
2021-06-18,Tembok Taiping 2,Pusat Tahanan,Perak,"Larut, Matang dan Selama",327,944
2021-06-18,Jalan 18/16A Petaling,Kumpulan Berisiko Tinggi,Selangor,Petaling,12,26
2021-06-18,Durian Penjara,Komuniti,Terengganu,Marang dan Hulu Terengganu,18,55
2021-06-18,Cabang Empat Salam,Komuniti,Kelantan,Pasir Mas dan Kota Bharu,10,19
2021-06-18,Jalan Padang Tembak Ayer Itam,Komunit,Pulau Pinang,Timur Laut,22,179
2021-06-18,Kampung Serikin,Komuniti,Sarawak,Bau dan Kuching,49,100
2021-06-18,Jalan Bidor,Tempat Kerja,Perak,Batang Padang,8,187
2021-06-18,Jalan Fauna Satu,Tempat Kerja,Selangor,Sepang,21,44
2021-06-18,Tapak Bina Desa Rawang,Tempat Kerja,Selangor,Gombak,62,262
2021-06-18,Industri Jalan Jasmin,Tempat Kerja,Selangor,Hulu Selangor,25,53
2021-06-18,Industri Bukit Serdang Tujuh,Tempat Kerja,Selangor,Petaling dan Hulu Langat,13,40
2021-06-18,Industri Jalan Mawar,Tempat Kerja,Melaka,Alor Gajah dan Melaka Tengah,47,100
2021-06-18,Industri Ayer Keroh,Tempat Kerja,Melaka,Melaka Tengah dan Jasin,25,101
2021-06-18,Tanjung A Empat,Tempat Kerja,Johor,Johor Bahru dan Pontian,22,327
2021-06-18,Jalan SILC Industri,Tempat Kerja,Johor,Johor Bahru,13,43
2021-06-18,Industri Agas Lima,Tempat Kerja,Johor,Tangkak dan Muar,8,61
2021-06-18,Industri Taming Lima,Tempat Kerja,Selangor,Hulu Langat,13,158
2021-06-18,Jalan Abang Haji Openg,Tempat Kerja,WP Kuala Lumpur,Kepong,10,22
2021-06-18,Industri Jalan Waja 14,Tempat Kerja,Selangor,Kuala Langat,34,66
2021-06-18,Industri Jalan Hitech Tujuh,Tempat Kerja,Selangor,Hulu Langat dan Petaling,15,36
2021-06-18,Tapak Bina Air Panas,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,176,435
2021-06-19,Sungai Banun,Komuniti,Sarawak,Meradong,20,86
2021-06-19,Kampung Bedal,Komuniti,Kelantan,Kuala Krai,35,65
2021-06-19,Tebakang Dayak,Komuniti,Sarawak,Serian,18,95
2021-06-19,Tembok Mantin,Pusat Tahanan,Negeri Sembilan,Seremban,101,215
2021-06-19,Tembok Labuan,Pusat Tahanan,WP Labuan,Labuan,48,322
2021-06-19,Mongkos 2,Komuniti,Sarawak,"Tebedu, Kuching",22,70
2021-06-19,Tembok Machang,Pusat Tahanan,Kelantan,Machang,21,54
2021-06-19,Dah Tiong,Kumpulan Berisiko,Kedah,Kuala Muda,29,49
2021-06-19,Taman Damai,Komuniti,Kelantan,"Machang, Jeli",6,24
2021-06-19,Dah Industri Jabi,Tempat Kerja,Kedah,Kota Setar,26,48
2021-06-19,Tembok Kluang,Pusat Tahanan,Johor,Kluang,28,152
2021-06-19,Industri Jalan Dua,Tempat Kerja,Selangor,"Gombak, Hulu Langat, Petaling",22,212
2021-06-19,Tapak Bina Jalan Perumahan Gurney,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,16,327
2021-06-19,Jalan Kenyalang,Tempat Kerja,Johor,Johor Bharu,28,273
2021-06-19,Industri Alam Jaya 2/1,Tempat Kerja,Selangor,"Kuala Selangor, Klang",13,61
2021-06-19,Jalan Tengah,Komuniti,Johor,Mersing,22,206
2021-06-19,Selindang,Tempat Kerja,Pahang,Lipis,9,172
2021-06-19,Taman Merbau Utama,Komuniti,Kelantan,"Pasir Puteh, Kota Bahru",41,203
2021-06-19,Jalan Vita Dua,Tempat Kerja,Selangor,Sepang,11,65
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Selangor,"Sepang, Hulu Langat, Klang, Kuala Langat, Kuala Selangor, Petaling",50,530
2021-06-19,Tapak Bina Perdagangan Dana,Tempat Kerja,Selangor,Petaling,324,482
2021-06-19,Tanjung Bin Dua,Tempat Kerja,Johor,Pontian,46,926
2021-06-19,Industri Jalan P1 Ayer Keroh,Tempat Kerja,Melaka,"Melaka Tengah, Jasin",32,147
2021-06-19,Jalan Kempas Lima,Tempat Kerja,Johor,"Johor Bahru, Kluang",16,211
2021-06-20,Kampung Tok Kamis,Komuniti,Kelantan,Pasir Puteh,19,65
2021-06-20,Industri Lukut Tiga,Tempat Kerja,Negeri Sembilan,Port Dickson,35,112
2021-06-20,Kampung Kubang Panjang,Tempat Kerja,Kelantan,Pasir Mas dan Kota Bharu,36,61
2021-06-20,Lorong Empat Jerantut,Tempat Kerja,Pahang,Jerantut,9,21
2021-06-20,Beladau Selat,Komuniti,Terengganu,Kuala Terengganu,24,70
2021-06-20,Tapak Bina Perindustrian Olak Lempit,Tempat Kerja,Selangor,Kuala Langat,36,43
2021-06-20,Tapak Bina Jalan Seri Tanjung Pinang,Tempat Kerja,Pulau Pinang,Timur Laut,25,177
2021-06-20,Kampung Pulau Panjang,Komuniti,Kelantan,Kota Bharu,14,30
2021-06-20,Indera Mahkota 16,Tempat Kerja,Pahang,Kuantan,9,140
2021-06-20,Lorong Perlis Empat,Komuniti,Sarawak,Miri dan Subis,33,769
2021-06-20,Tembok Sungai Udang 2,Pusat Tahanan,Melaka,Melaka Tengah,81,256
2021-06-20,Kampung Nelayan Tengah,Komuniti,Sabah,Sandakan,25,45
2021-06-20,Jalan Kemboja Tujuh,Kumpulan Berisiko Tinggi,Negeri Sembilan,Seremban,27,51
2021-06-20,Iris Garden,Kumpulan Berisiko Tinggi,Sarawak,Kuching,23,46
2021-06-20,Jalan Bundusan,Tempat Kerja,Sabah,Kota Kinabalu dan Penampang,9,9
2021-06-20,Industri Meranti Dua,Tempat Kerja,Selangor,Sepang,39,51
2021-06-20,Industri Solok Waja Satu,Tempat Kerja,Selangor,Klang,22,114
2021-06-20,Industri Lebuh Satu,Tempat Kerja,Selangor,"Klang, Kuala Selangor, dan Petaling",18,170
2021-06-20,Tapak Bina Persiaran Hamidiah,Tempat Kerja,Selangor,Hulu Langat,244,332
2021-06-21,Industri Batu Besar,Tempat Kerja,Selangor,Klang,130,229
2021-06-21,Tapak Bina Gunung Satu,Tempat Kerja,Johor,Johor Bahru,15,106
