tarikh,nama_kluster,kategori_kluster,negeri,daerah,jumlah_kes,jumlah_disaring
2021-07-04,Jalan Wira Lapan,Tempat Kerja,Johor,Johor Bahru,12,129
2021-07-04,Industri Parit Jamil,Tempat Kerja,Johor,Muar,127,138
2021-07-04,Persiaran Kempas Jernih,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,14,92
2021-07-04,Jalan Perindustrian Agas 11,Tempat Kerja,Johor,Tangkak,104,109
2021-07-04,Kilometer 22 Jalan Gambang,Tempat Kerja,Pahang,Kuantan,11,254
2021-07-04,Industri Bypass Gebeng,Tempat Kerja,Pahang,Kuantan,52,"1,248"
2021-07-04,Industri Jalan Bangi Lama,Tempat Kerja,Selangor,Hulu Langat,79,180
2021-07-04,Pengkalan Batu,Tempat Kerja,Kelantan,Pasir Mas,9,21
2021-07-05,Jalan Kayu Madang,Tempat Kerja,Sabah,Kota Kinabalu dan Tuaran,18,184
2021-07-05,Industri Bentong Sebelas 2,Tempat Kerja,Pahang,Bentong,9,445
2021-07-05,Kampung Bechah Tembesu,Komuniti,Kelantan,Kota Bharu,10,22
2021-07-05,Kampung Bakong Gunong,Komuniti,Kelantan,Bachok,10,28
2021-07-05,Lintang Macallum Dua,Tempat Kerja,Pulau Pinang,Timur Laut,64,261
2021-07-05,Industri 121 Kuala Baram,Tempat Kerja,Sarawak,Miri,132,221
2021-07-05,Dah Satu Industri Kulim,Tempat Kerja,Kedah,"Kulim, Baling, dan Bandar Baharu",52,87
2021-07-05,Lorong Berjaya,Tempat Kerja,Sabah,Kota Kinabalu,8,104
2021-07-05,Jalan Sri Sulong,Tempat Kerja,Johor,Batu Pahat,13,80
2021-07-05,Jalan Harmoni Sembilan,Tempat Kerja,Johor,Johor Bahru,11,56
2021-07-05,Industri TTJ 2,Tempat Kerja,Negeri Sembilan,"Seremban, Kuala Pilah, dan Tampin",31,632
2021-07-05,Industri Tech Valley Sendayan,Tempat Kerja,Negeri Sembilan,Seremban dan Port Dickson,17,118
2021-07-05,Industri Jerantut Feri,Tempat Kerja,Pahang,Jerantut,6,58
2021-07-06,Panjang Sari,Komuniti,Johor,Muar,17,41
2021-07-06,Parit Sebelas,Komuniti,Selangor,Sabak Bernam,18,40
2021-07-06,Pagar Langat,Pusat Tahanan,Selangor,Kuala Langat,13,30
2021-07-06,Kampung Perwira,Komuniti,Kelantan,Tanah Merah,11,19
2021-07-06,Kampung Kerpal,Komuniti,Pahang,Rompin,9,268
2021-07-06,Kampung Gong Kulim Tengah,Komuniti,Kelantan dan Terengganu,"Pasir Puteh, Bachok, dan Besut",16,92
2021-07-06,Pondok Tanjung,Komuniti,Perak,"Larut, Matang, Selama, dan Kerian",17,26
2021-07-06,Jalan Kolam Ikan Kluang,Komuniti,Johor,Kluang,22,26
2021-07-06,Sungai Sengkabang,Komuniti,Sarawak,Subis,58,210
2021-07-06,Tapak Bina Damanlela 2,Tempat Kerja,WP Kuala Lumpur,Kepong,630,"2,225"
2021-07-06,Jalan Perusahaan Prai,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,6,26
2021-07-06,Pasar Razak Mansion,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai dan Cheras,12,67
2021-07-06,Bukit Kiara,Tempat Kerja,WP Kuala Lumpur,Kepong,16,38
2021-07-06,Agora Borneo,Tempat Kerja,Sabah,Kota Kinabalu,26,133
2021-07-06,Jalan Cempaka Ampang,Tempat Kerja,Selangor,Hulu Langat,25,84
2021-07-06,Jalan Baldwin Tiga,Tempat Kerja,Perak,Batang Padang dan Kampar,39,294
2021-07-06,Jalan KK 6/2 Kubang Kerian,Tempat Kerja,Kelantan,Kota Bharu,8,27
2021-07-06,Jalan Sagang,Komuniti,Sarawak,Bau,30,55
2021-07-06,Industri Perai Lima,Tempat Kerja,"Pulau Pinang, Perak, dan Kedah","Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara, Kerian, Larut, Matang, Selama, Baling, Bandar Baharu, Kota Setar, Kuala Muda, Kulim, Padang Terap, Pendang, dan Yan",182,"3,860"
2021-07-06,Industri Lorong Senawang Empat,Tempat Kerja,Negeri Sembilan,Seremban dan Port Dickson,324,"1,001"
2021-07-06,Batu Tiga Bakri,Tempat Kerja,Johor,Muar,19,57
2021-07-07,Taman Dovenby,Komuniti,Perak dan Selangor,"Kuala Kangsar, Kinta, Larut, Matang, Selama, dan Gombak",34,61
2021-07-07,Jalan Panchang,Komuniti,Selangor,Sabak Bernam,14,33
2021-07-07,Jalan Nik Yusuf,Komuniti,Kelantan,Pasir Mas,14,26
2021-07-07,Tasik Utama 2,Tempat Kerja,Negeri Sembilan,Seremban dan Port Dickson,27,448
2021-07-07,Industri Lengkok Emas Nilai,Tempat Kerja,Negeri Sembilan,Seremban dan Port Dickson,68,"1,300"
2021-07-07,Industri Jalan TMP Lapan,Tempat Kerja,Melaka,Melaka Tengah,22,69
2021-07-07,Jalan Tun Razak Peringgit,Tempat Kerja,Melaka,Melaka Tengah,29,114
2021-07-07,Pasar Orkid Sentosa,Tempat Kerja,Selangor,Hulu Selangor,20,63
2021-07-07,Jalan Metro Perdana,Tempat Kerja,WP Kuala Lumpur dan Selangor,"Kepong, Titiwangsa, Gombak, Petaling, dan Kuala Selangor",19,116
2021-07-07,Jalan Limau Kampung Pasir,Kumpulan Berisiko Tinggi,Johor,Johor Bahru,8,20
2021-07-07,Jalan Parit Mahang,Kumpulan Berisiko Tinggi,Selangor,Kuala Selangor,45,71
2021-07-07,Jalan Pulasan 18,Komuniti,Johor,Johor Bahru,14,28
2021-07-07,Jalan Bukit 17,Komuniti,Johor,Johor Bahru,16,32
2021-07-07,Siasai Dundau,Komuniti,Sabah,Kota Belud,35,149
2021-07-07,Pintasan Kota Belud,Komuniti,Sabah,Kota Belud,18,34
2021-07-07,Sungai Bedil Besar,Komuniti,Sarawak,Kuching,31,94
2021-07-07,Lorong Tiga Kampung Siol Kandis,Komuniti,Sarawak,Kuching dan Samarahan,69,213
2021-07-07,Sejantung,Pendidikan Tinggi,Selangor,Hulu Selangor,96,152
2021-07-08,Jalan Harmonium 33,Tempat Kerja,Johor,Johor Bahru,8,29
2021-07-08,Industri Bakri Empat,Tempat Kerja,Johor,Muar,13,24
2021-07-08,Jalan Tanah Putih,Tempat Kerja,Pahang,Kuantan,25,149
2021-07-08,Jalan Gebeng 1/11,Tempat Kerja,Pahang,Kuantan,15,91
2021-07-08,Lebuh Pantai Baru,Tempat Kerja,Perak,Manjung,22,143
2021-07-08,Dah 90 Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,20,232
2021-07-08,Bandar Baru Sentul 2,Komuniti,WP Kuala Lumpur,Kepong,55,311
2021-07-08,Kampung Batu 8 1/4,Komuniti,Kelantan,Kota Bharu,10,15
2021-07-08,Lumadan,Komuniti,Sabah,Beaufort,46,110
2021-07-08,Sega,Komuniti,Sarawak,Bau dan Kuching,19,61
2021-07-08,Titian 2,Komuniti,WP Labuan,Labuan,37,870
2021-07-08,Jalan Daiman,Tempat Kerja,Johor,Kota Tinggi,11,150
2021-07-08,Taman Tanjung Mas,Komuniti,Kelantan,Kota Bharu,15,23
2021-07-08,Industri Emas Satu,Tempat Kerja,Negeri Sembilan,Seremban,103,206
2021-07-08,Industri Jalan Stapunal,Tempat Kerja,Kelantan,Kuala Krai dan Machang,16,269
2021-07-08,Industri Bunga Tanjung,Tempat Kerja,Negeri Sembilan,"Seremban, Jelebu, dan Rembau",39,208
2021-07-08,Industri Sendayan Metropark,Tempat Kerja,Negeri Sembilan,Seremban,32,48
2021-07-08,Jalan Jenderam Hulu,Pendidikan tinggi,Selangor,Sepang dan Petaling,15,153
2021-07-08,Jalan Ria,Kumpulan Berisiko Tinggi,Johor,Muar,29,65
2021-07-08,Kampung Istimewa 2,Komuniti,Sabah,Sandakan,27,261
2021-07-08,Taman Tasek Solok Dua,Komuniti,Perak,Kinta,19,29
2021-07-08,Jalan Medan Putra,Tempat Kerja,WP Kuala Lumpur,Kepong,12,22
2021-07-08,Jalan Radin Dua,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,18,39
2021-07-08,Tapak Bina Jalan Sri Permaisuri,Tempat Kerja,WP Kuala Lumpur,Cheras,132,201
2021-07-08,Industri Jaya Sungai Buloh,Tempat Kerja,Selangor,Gombak dan Petaling,16,67
2021-07-08,Putra Dua,Tempat Kerja,"WP Putrajaya, WP Kuala Lumpur, dan Selangor","Putrajaya, Titiwangsa, dan Petaling",13,43
2021-07-08,Industri Sungai Lalang,Tempat Kerja,Selangor,Hulu Langat,52,531
2021-07-08,Tapak Bina Jenderam Hilir,Tempat Kerja,Selangor,Sepang dan Hulu Langat,32,90
2021-07-08,Taman Perusahaan Kepong,Tempat Kerja,WP Kuala Lumpur,Kepong,7,65
2021-07-09,Jalan Ipoh Kecil,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,13,90
2021-07-09,Tapak Bina Jalan Khoo Teik Ee,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai dan Cheras,119,226
2021-07-09,Taman Merdeka Permai,Tempat Kerja,Melaka,Melaka Tengah,21,47
2021-07-09,Taman Cempaka,Tempat Kerja,Melaka,Melaka Tengah,23,166
2021-07-09,Jalan Saw Ah Choy,Tempat Kerja,Perak,"Larut, Matang, dan Selama",23,31
2021-07-09,Jalan Seramik Chepor 11/1,Tempat Kerja,Perak,Kuala Kangsar dan Kinta,20,259
2021-07-09,Benteng Sri Aman,Pusat Tahanan,Sarawak,Sri Aman,38,56
2021-07-09,Jalan Pasar Basah Mukah,Tempat Kerja,Sarawak,Mukah dan Dalat,32,229
2021-07-09,Taman Bismi Rahmat,Komuniti,Kelantan,Tanah Merah,13,28
2021-07-09,Kampung Bunut Satut,Komuniti,Kelantan,Kota Bharu,9,15
2021-07-09,Kampung Gelugor,Komuniti,Kelantan,Tanah Merah,15,17
2021-07-09,Sawit Segama,Komuniti,Sabah,Lahad Datu,15,64
2021-07-09,Jalan Matang,Tempat Kerja,WP Kuala Lumpur,Kepong,22,27
2021-07-09,Tapak Bina Bidara,Tempat Kerja,Negeri Sembilan,Seremban,75,269
2021-07-09,Pagar Taman IKS,Pusat Tahanan,Selangor,Kuala Selangor,51,101
2021-07-09,Jalan Sri Plentong Tiga,Tempat Kerja,Johor,Johor Bahru,9,52
2021-07-09,Industri Jalan Satu Selesa Jaya,Tempat Kerja,Selangor,Hulu Langat,14,17
2021-07-09,Jalan Desa Putera,Pendidikan Lain,Selangor,Klang,14,34
2021-07-09,Sungai Jelai Kuala Lipis,Kumpulan Berisiko Tinggi,Pahang,Lipis,16,153
2021-07-09,Zone T Selatan,Tempat Kerja,Selangor,Sepang dan Kuala Langat,55,254
2021-07-09,Tembok Miri,Pusat Tahanan,Sarawak,Miri,59,631
2021-07-09,Batu Lapan Bakri,Tempat Kerja,Johor,Muar,33,84
2021-07-09,Jalan Bukit Bakri,Tempat Kerja,Johor,Muar,11,30
2021-07-09,Industri Jalan Gombak Batu 11,Tempat Kerja,Selangor,Gombak,31,47
2021-07-09,Jalan Duku Kiri,Tempat Kerja,Johor,Johor Bahru,7,58
2021-07-09,Persiaran Agas,Tempat Kerja,Johor,"Tangkak, Muar, dan Segamat",18,206
2021-07-09,Industri Jalan Kusta,Tempat Kerja,Selangor,Gombak dan Petaling,18,45
2021-07-09,Industri Jalan Telok Gong,Tempat Kerja,Selangor,Klang,46,101
2021-07-09,Industri Nakhoda,Tempat Kerja,Selangor,Sabak Bernam,8,50
2021-07-09,Jalan Haji Jaib,Tempat Kerja,Johor,Muar,12,79
2021-07-10,Jalan Solaris,Tempat Kerja,WP Kuala Lumpur,Kepong,9,36
2021-07-10,Tapak Bina Jalil Utama 2,Tempat Kerja,WP Kuala Lumpur,Cheras,78,377
2021-07-10,Industri Lot Q,Tempat Kerja,Terengganu,Dungun dan Kemaman,23,269
2021-07-10,Tapak Bina Jalan Tengku Abdul Samad,Tempat Kerja,Pahang,Raub,15,16
2021-07-10,Jalan Gebeng 2/3,Tempat Kerja,Pahang,Kuantan,9,438
2021-07-10,Sri Bunian,Komuniti,Johor,Pontian,16,45
2021-07-10,Taman Grandview,Komuniti,Sabah,Sandakan dan Putatan,14,55
2021-07-10,Sungai Setajam,Komuniti,Sarawak,Sarikei,76,187
2021-07-10,Industri Jalan Perajurit Dua,Tempat Kerja,Selangor,Klang,19,69
2021-07-10,Tembok Sri Aman 2,Pusat Tahanan,Sarawak,Sri Aman,69,70
2021-07-10,Jalan Sri Siantan,Kumpulan Berisiko Tinggi,Selangor,Klang,24,27
2021-07-10,Industri Taman Ehsan,Tempat Kerja,Selangor,Gombak,12,44
2021-07-10,Rebana Jernih,Komuniti,Melaka,Alor Gajah,24,26
2021-07-10,Industri Jalan Perajurit Satu,Tempat Kerja,Selangor,Klang,17,52
2021-07-10,Balak Penangah,Tempat Kerja,Sabah,Tongod dan Nabawan,26,175
2021-07-10,Industri Perigi Lapan,Tempat Kerja,Selangor,Klang,15,39
2021-07-10,Semuja,Pusat Tahanan,Sarawak,Serian,67,75
2021-07-10,Pagar Serian,Pusat Tahanan,Sarawak,Serian,16,40
2021-07-10,Tapak Bina Jalan Tanjung Puteri,Tempat Kerja,Johor,Johor Bahru,19,110
2021-07-10,Taman Jaya,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Cheras dan Titiwangsa,34,66
2021-07-10,Tapak Bina Selabu,Tempat Kerja,Johor,Muar,29,55
2021-07-10,Susur Enam Larkin,Tempat Kerja,Johor,Johor Bahru,11,19
2021-07-10,Sri Rakyat,Komuniti,WP Kuala Lumpur,Cheras,158,558
2021-07-10,Jalan Pendas Laut,Tempat Kerja,Johor,Johor Bahru,9,95
2021-07-10,PLO Jalan Emas,Tempat Kerja,Johor,Johor Bahru,9,211
2021-07-10,Jalan Membalua,Tempat Kerja,Sabah,Tawau,13,55
2021-07-10,KKIP Empat Timur,Tempat Kerja,Sabah,Kota Kinabalu,10,185
2021-07-10,Jalan Dua Salak Tinggi,Tempat Kerja,Selangor,"Sepang, Klang, dan Kuala Selangor",23,160
2021-07-10,Jalan Lombong Dua,Tempat Kerja,Johor,Kota Tinggi,17,88
2021-07-11,Batu Muda,Komuniti,WP Kuala Lumpur,Kepong,197,346
2021-07-11,Tapak Bina Solar Beriah,Tempat Kerja,Perak,Kerian,16,179
2021-07-11,Jalan Sri Hartamas Satu,Tempat Kerja,WP Kuala Lumpur,Kepong,17,17
2021-07-11,Jalan Awan Cempaka,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Lembah Pantai,21,49
2021-07-11,Jalan Mawar Belitong,Komuniti,Johor,Kluang,12,23
2021-07-11,Melor Intan,Komuniti,Perak,Hilir Perak,21,44
2021-07-11,Taman Koperasi Polis,Komuniti,WP Kuala Lumpur,Kepong,67,384
2021-07-11,Kampung Padang Balang,Komuniti,WP Kuala Lumpur,Kepong,79,371
2021-07-11,Industri Jalan Rukun,Tempat Kerja,Selangor,Kuala Selangor,75,105
2021-07-11,Jalan Pantai Baharu,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,17,22
2021-07-11,Jalan Cengal,Tempat Kerja,Johor,Muar,45,135
2021-07-11,Industri Jalan Subang 13,Tempat Kerja,Selangor,Petaling dan Hulu Langat,29,120
2021-07-11,Jalan Industri Dua Rawang,Tempat Kerja,Selangor,Gombak,27,77
2021-07-11,Bandar Baru Tunjong,Tempat Kerja,Kelantan,Kota Bahru dan Pasir Mas,6,12
2021-07-11,Kampung Perangkap,Tempat Kerja,Kelantan,Pasir Mas dan Tumpat,24,68
2021-07-11,Jalan Dedap 13,Tempat Kerja,Johor,Johor Bahru dan Kota Tinggi,12,54
2021-07-11,Kayu Patikang,Tempat Kerja,Sabah,Keningau,19,88
2021-07-11,Cahaya Yong Peng,Tempat Kerja,Johor,Batu Pahat dan Kluang,19,48
2021-07-11,Tapak Bina Jalan Thean Teik,Tempat Kerja,Pulau Pinang,Timur Laut,47,208
2021-07-12,Lorong Kubur Maras,Komuniti,Kelantan,Kota Bharu,15,23
2021-07-12,Tanjung Gelam,Komuniti,Terengganu,Kuala Nerus,20,67
2021-07-12,Kampung Kendaie,Komuniti,Sarawak,Lundu,23,48
2021-07-12,Resort Sepang,Tempat Kerja,Selangor,Sepang,13,133
2021-07-12,Industri Jalan Utas,Tempat Kerja,Selangor,"Klang, Hulu Langat, Kuala Langat, dan Petaling",35,250
2021-07-12,Tapak Bina Jalan Cendana,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,11,400
2021-07-12,Lorong Sentosa Satu,Tempat Kerja,Negeri Sembilan,Kuala Pilah,10,104
2021-07-12,Putrajaya 15,Tempat Kerja,WP Putrajaya,Putrajaya,24,75
2021-07-12,Taman Utama Satu,Kumpulan Berisiko Tinggi,Johor,Muar dan Tangkak,8,94
2021-07-12,Seksyen 14 Jalan Bayam,Kumpulan Berisiko Tinggi,Kelantan,"Kota Bharu, Tumpat, dan Pasir Mas",10,19
2021-07-12,Tok Molor,Komuniti,Terengganu,Kuala Terengganu,13,60
2021-07-12,Ketior Dalam,Komuniti,Perak,Kuala Kangsar,14,84
2021-07-12,Jalan Dusun Langgar,Komuniti,Kelantan,Tumpat dan Kota Bharu,14,24
2021-07-12,Kampung Pulau Kundur,Komuniti,Kelantan,Kota Bharu dan Tumpat,12,23
2021-07-12,Rantau Kesidang,Komuniti,Pahang,Maran dan Jerantut,29,52
2021-07-12,Bayam Tiga,Kumpulan Berisiko Tinggi,Selangor,Kuala Langat dan Klang,9,22
2021-07-13,Kampung Sungai Buloh,Komuniti,Negeri Sembilan,Jelebu,22,170
2021-07-13,Taman Waja,Komuniti,Negeri Sembilan,Kuala Pilah,63,162
2021-07-13,Kemahang Dua,Komuniti,Kelantan,Tanah Merah,20,46
2021-07-13,Kampung Muring,Komuniti,Kelantan dan Selangor,"Kota Bharu, Jeli, dan Gombak",23,33
2021-07-13,Pulau Serai,Komuniti,Terengganu,Dungun dan Marang,24,308
2021-07-13,Dah Kampung Batu,Komuniti,Kedah,Kulim,56,106
2021-07-13,Kuala Permai,Komuniti,Melaka,Alor Gajah dan Melaka Tengah,34,119
2021-07-13,Jalan Selayang Utama,Tempat Kerja,Selangor,Gombak,15,30
2021-07-13,Gajah Mati Bukit Besi,Tempat Kerja,Terengganu,Dungun,21,452
2021-07-13,Jalan Mawar Ulu Tebrau,Komuniti,Johor,Johor Bahru,14,87
2021-07-13,Jalan Taiping Kuala Sepetang,Tempat Kerja,Perak,"Larut, Matang, dan Selama",8,169
2021-07-13,Industri Perkampungan Perabut,Tempat Kerja,Selangor,Hulu Selangor,12,89
2021-07-13,Industri Bukit Minyak 11,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,34,151
2021-07-13,Industri Jalan Usaha Lima,Tempat Kerja,Melaka,Melaka Tengah dan Jasin,26,210
2021-07-13,Tapak Bina Laluan Kuala Selangor,Tempat Kerja,Selangor,Kuala Selangor,9,45
2021-07-13,C2 Kubang Kerian,Tempat Kerja,Kelantan,Kota Bharu dan Bachok,10,37
2021-07-13,Industri Teknologi Empat,Tempat Kerja,Johor,Tangkak,9,11
2021-07-13,Jalan Bukit Mor,Tempat Kerja,Johor,Muar,31,82
2021-07-13,Jalan Molek Tiga,Tempat Kerja,Johor,Johor Bahru dan Pontian,11,73
2021-07-13,Jalan Indah 15,Tempat Kerja,Johor,Johor Bahru,9,319
2021-07-13,Jalan Pendekar 18,Tempat Kerja,Johor,Johor Bahru,8,41
2021-07-13,Kampung Baru Air Panas,Komuniti,WP Kuala Lumpur,Titiwangsa,129,485
2021-07-13,Jalan Biru,Komuniti,Johor,Kulai,25,82
2021-07-14,Murni Perdana,Komuniti,Terengganu,Marang dan Dungun,43,91
2021-07-14,Bukit Tok Bat,Komuniti,Terengganu dan Pahang,"Hulu Terengganu, Setiu, Besut, dan Bentong",30,210
2021-07-14,Jalan D’Aranjo,Komuniti,Melaka,Melaka Tengah,26,82
2021-07-14,Kampung Melamam,Komuniti,Sabah,Sipitang,37,37
2021-07-14,Duyoh,Komuniti,Sarawak,Bau,22,82
2021-07-14,Persiaran Teknologi 11,Tempat Kerja,Johor,Kulai dan Johor Bahru,15,85
2021-07-14,Sentosa 2,Kumpulan Berisiko Tinggi,Sarawak,"Kuching, Samarahan, dan Asajaya",52,181
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Kedah,"Sik, Baling, Pendang, dan Kuala Muda",49,310
2021-07-14,Jalan Teo Kui Ngo,Tempat Kerja,Sarawak,Meradong,13,53
2021-07-14,Desa Kemandol,Komuniti,Selangor,Kuala Langat,19,61
2021-07-14,Jalan Pahat 15,Kumpulan Berisiko Tinggi,Selangor,Petaling dan Sepang,104,463
2021-07-14,Jalan 11 Medan,Komuniti,Selangor,Sepang,8,45
2021-07-14,Jalan Jasin Bestari,Tempat Kerja,Melaka,Jasin,47,203
2021-07-14,Jalan Kelaboran,Kumpulan Berisiko Tinggi,Kelantan,Tumpat,11,38
2021-07-14,Jalan Dian 19,Tempat Kerja,Johor,Johor Bahru,11,33
2021-07-14,Lorong Aik Hwa,Tempat Kerja,Johor,Muar,15,80
2021-07-14,Tapak Bina Metropolis 2,Tempat Kerja,WP Kuala Lumpur,Kepong,69,270
2021-07-14,Jalan Sinar Sentul,Tempat Kerja,WP Kuala Lumpur,Kepong,9,11
2021-07-14,Lorong Ara,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,12,67
2021-07-14,Jalan Ampang Sejahtera,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,7,114
2021-07-14,Jalan Medan Seksyen Sembilan,Tempat Kerja,Selangor,Hulu Selangor,15,39
2021-07-14,Industri Jalan Mas Tujuh,Tempat Kerja,Selangor,Sepang,5,76
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Kedah,"Baling, Kuala Muda, Kulim, dan Sik",31,161
2021-07-14,Dah Saga Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda dan Kulim,75,128
2021-07-14,Jalan Lebuh Ayer Keroh,Tempat Kerja,Melaka,"Melaka Tengah, Jasin, dan Alor Gajah",33,49
2021-07-14,Industri Alam Jaya 2/3,Tempat Kerja,Selangor,Kuala Selangor dan Gombak,33,37
2021-07-15,Tembok Pengkalan Chepa 2,Pusat Tahanan,Kelantan,Kota Bharu dan Machang,105,589
2021-07-15,Jalan Pinang,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai dan Titiwangsa,7,98
2021-07-15,Pagar Tropika Satu,Pusat Tahanan,Johor,Johor Bahru,34,138
2021-07-15,Industri Dewani Satu,Tempat Kerja,Johor,Johor Bahru,7,54
2021-07-15,Langkap,Komuniti,Negeri Sembilan,Kuala Pilah,12,109
2021-07-15,Satu Timur,Tempat Kerja,Selangor,Sabak Bernam,14,45
2021-07-15,Taman Pelangi Kluang,Komuniti,Johor,Kluang,17,116
2021-07-15,Jalan Kampung Permatang Pasir,Komuniti,Kelantan,Bachok,14,24
2021-07-15,Kota Klias,Komuniti,Sabah,Beaufort,44,71
2021-07-15,Desa Temuan,Komuniti,Selangor,Petaling,55,91
2021-07-15,Sri Sabah,Komuniti,WP Kuala Lumpur,Cheras,91,627
2021-07-15,Tembok Ayer Keroh,Pusat Tahanan,Melaka,"Melaka Tengah, Jasin, dan Alor Gajah",42,120
2021-07-15,Lebuh Tanjung Satu,Tempat Kerja,Johor,Johor Bahru,12,41
2021-07-15,Industri Jalan Perusahaan Lima,Tempat Kerja,Selangor,Hulu Langat,48,360
2021-07-15,Lingkaran Wawasan,Pendidikan Tinggi,WP Kuala Lumpur,Lembah Pantai,40,118
2021-07-15,Bintang Meranti,Tempat Kerja,WP Kuala Lumpur,"Lembah Pantai, Kepong, Titiwangsa, Cheras",13,211
2021-07-15,Industri Teknologi Cheng Satu,Tempat Kerja,Melaka,Melaka Tengah,68,299
2021-07-15,Jalan Anggerik Muar,Tempat Kerja,Johor,Muar,68,162
2021-07-15,Industri Jalan Besi Satu,Tempat Kerja,Johor,Kulai,45,360
2021-07-15,Salak Land,Tempat Kerja,Sarawak,Kuching,41,187
2021-07-15,Jalan Gombak 3,Pendidikan Tinggi,Selangor,Gombak,62,527
2021-07-15,Industri Batu 34 Dengkil – Banting,Tempat Kerja,Selangor,Sepang,27,91
2021-07-15,Jalan Angkasa Mas Dua,Tempat Kerja,Johor,Johor Bahru,18,67
2021-07-15,Persiaran Anggun,Tempat Kerja,Selangor,Gombak,16,69
2021-07-15,Jalan Seri Utara,Tempat Kerja,WP Kuala Lumpur,Kepong,14,22
2021-07-15,Persiaran Tun Perak,Tempat Kerja,Selangor,Hulu Langat,29,169
2021-07-16,Industri Lot Satu,Tempat Kerja,Melaka,Melaka Tengah,26,872
2021-07-16,Wakaf Che Yeh,Tempat Kerja,Kelantan,Kota Bharu,16,49
2021-07-16,Kampung Lubuk Pusing,Komuniti,Perak,Manjung,21,54
2021-07-16,Lorong IKS Juru Tiga,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,16,88
2021-07-16,Jalan Setiawangsa 11,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,20,35
2021-07-16,Jalan Mahkota Kuantan,Tempat Kerja,Pahang,Kuantan,21,162
2021-07-16,Lorong Gemia,Tempat Kerja,Terengganu,"Kuala Terengganu, Marang, Hulu Terengganu, dan Kuala Nerus",24,144
2021-07-16,Lorong Baiduri Satu,Tempat Kerja,Pahang,"Maran, Jerantut, dan Temerloh",27,71
2021-07-16,Persiaran Cassia Selatan Satu,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan,17,260
2021-07-16,Jalan Mayang Pasir,Tempat Kerja,Pulau Pinang,Barat Daya dan Timur Laut,33,302
2021-07-16,Tapak Bina Jalan Lagong,Tempat Kerja,Selangor,Gombak,37,54
2021-07-16,Satu Lagenda,Tempat Kerja,Melaka,Melaka Tengah dan Alor Gajah,39,304
2021-07-16,Kampung Kukup,Komuniti,Johor,Pontian,18,46
2021-07-16,Bakti 2,Pusat Tahanan,Negeri Sembilan,Seremban dan Rembau,402,639
2021-07-16,Kolam Air 2,Pusat Tahanan,Kedah,"Kota Setar, Kubang Pasu, dan Pendang",94,208
2021-07-16,Industri Jalan Rukun Dua,Tempat Kerja,Selangor,Kuala Selangor,14,20
2021-07-16,Industri Alam Jaya Tiga,Tempat Kerja,Selangor,Kuala Selangor,31,33
2021-07-16,Setapa,Tempat Kerja,Johor,Kota Tinggi,13,62
2021-07-16,Terusan Utama,Komuniti,Selangor,Sabak Bernam,16,35
2021-07-16,Jalan Chengal Temerloh,Tempat Kerja,Pahang,Temerloh,12,65
2021-07-16,Jalan Gunung 32,Tempat Kerja,Johor,Johor Bharu,12,40
2021-07-16,Pekan Ranau,Kumpulan Berisiko Tinggi,Sabah,Ranau,15,296
2021-07-16,Jalan Cengal Selatan,Pendidikan Lain,WP Kuala Lumpur,Titiwangsa,13,18
2021-07-16,Jalan Pulai Indah 27,Pendidikan Lain,Johor,Johor Bharu,14,49
2021-07-16,Mahkota Batu 19,Kumpulan Berisiko Tinggi,Johor,Kulai dan Johor Bahru,6,132
2021-07-16,Batu Tujuh Jalan Kebun,Kumpulan Berisiko Tinggi,Selangor,Klang,55,58
2021-07-16,Kampung Alor Hijau,Komuniti,Kelantan,Pasir Puteh,25,55
2021-07-16,Tembok Choh 3,Pusat Tahanan,Johor,Johor Bharu,79,110
2021-07-16,Putra Bertam,Pendidikan Lain,Pulau Pinang,Seberang Perai Utara,11,30
2021-07-16,Bukit Tinggi,Komuniti,Sarawak,Meradong,21,29
2021-07-16,Lempaong,Komuniti,Sarawak,Betong,31,55
2021-07-16,Tok Jiring,Komuniti,Terengganu,Kuala Nerus,33,122
