tarikh,nama_kluster,kategori_kluster,daerah
2021-07-15,Bintang Meranti,Tempat Kerja,Lembah Pantai
2021-07-15,Bintang Meranti,Tempat Kerja,Kepong
2021-07-15,Bintang Meranti,Tempat Kerja,Titiwangsa
2021-07-15,Bintang Meranti,Tempat Kerja,Cheras
2021-07-15,Lebuh Tanjung Satu,Tempat Kerja,Johor Bahru
2021-07-15,Satu Timur,Tempat Kerja,Sabak Bernam
2021-07-15,Jalan Pinang,Tempat Kerja,Lembah Pantai
2021-07-15,Jalan Pinang,Tempat Kerja,Titiwangsa
2021-07-15,Pagar Tropika Satu,Pusat Tahanan,Johor Bahru
2021-07-15,Industri Dewani Satu,Tempat Kerja,Johor Bahru
2021-07-15,Tembok Pengkalan Chepa 2,Pusat Tahanan,Kota Bharu
2021-07-15,Tembok Pengkalan Chepa 2,Pusat Tahanan,Machang
2021-07-15,Langkap,Komuniti,Kuala Pilah
2021-07-15,Tembok Ayer Keroh,Pusat Tahanan,Melaka Tengah
2021-07-15,Tembok Ayer Keroh,Pusat Tahanan,Jasin
2021-07-15,Tembok Ayer Keroh,Pusat Tahanan,Alor Gajah
2021-07-15,Taman Pelangi Kluang,Komuniti,Kluang
2021-07-15,Kota Klias,Komuniti,Beaufort
2021-07-15,Desa Temuan,Komuniti,Petaling
2021-07-15,Sri Sabah,Komuniti,Cheras
2021-07-15,Jalan Kampung Permatang Pasir,Komuniti,Bachok
2021-07-16,Pekan Ranau,Kumpulan Berisiko Tinggi,Ranau
2021-07-16,Putra Bertam,Pendidikan,Seberang Perai Utara
2021-07-16,Jalan Cengal Selatan,Pendidikan,Titiwangsa
2021-07-16,Jalan Pulai Indah 27,Pendidikan,Johor Bharu
2021-07-16,Mahkota Batu 19,Kumpulan Berisiko Tinggi,Kulai
2021-07-16,Mahkota Batu 19,Kumpulan Berisiko Tinggi,Johor Bahru
2021-07-16,Batu Tujuh Jalan Kebun,Kumpulan Berisiko Tinggi,Klang
2021-07-16,Kampung Alor Hijau,Komuniti,Pasir Puteh
2021-07-16,Tembok Choh 3,Pusat Tahanan,Johor Bharu
2021-07-16,Tembok Tawakal Kluang,Pusat Tahanan,Kluang
2021-07-16,Bukit Tinggi,Komuniti,Meradong
2021-07-16,Lempaong,Komuniti,Betong
2021-07-16,Tok Jiring,Komuniti,Kuala Nerus
2021-07-16,Jalan Bangsar,Komuniti,Lembah Pantai
2021-07-16,Persiaran SIBC Satu,Tempat Kerja,Perak Tengah
2021-07-16,Jalan Lok Heng,Tempat Kerja,Kota Tinggi
2021-07-16,Seksyen 11 Jalan Maju,Tempat Kerja,Kota Bharu
2021-07-16,Seksyen 11 Jalan Maju,Tempat Kerja,Machang
2021-07-16,Seksyen 11 Jalan Maju,Tempat Kerja,Pasir Mas
2021-07-16,Jalan Chengal Temerloh,Tempat Kerja,Temerloh
2021-07-16,Jalan Gunung 32,Tempat Kerja,Johor Bharu
2021-07-16,Setapa,Tempat Kerja,Kota Tinggi
2021-07-16,Industri Jalan Rukun Dua,Tempat Kerja,Kuala Selangor
2021-07-16,Wakaf Che Yeh,Tempat Kerja,Kota Bharu
2021-07-16,Kampung Lubuk Pusing,Komuniti,Manjung
2021-07-16,Lorong IKS Juru Tiga,Tempat Kerja,Seberang Perai Tengah
2021-07-16,Jalan Setiawangsa 11,Tempat Kerja,Titiwangsa
2021-07-16,Jalan Mahkota Kuantan,Tempat Kerja,Kuantan
2021-07-16,Lorong Gemia,Tempat Kerja,Kuala Terengganu
2021-07-16,Lorong Gemia,Tempat Kerja,Marang
2021-07-16,Lorong Gemia,Tempat Kerja,Hulu Terengganu
2021-07-16,Lorong Gemia,Tempat Kerja,Kuala Nerus
2021-07-16,Industri Lot Satu,Tempat Kerja,Melaka Tengah
2021-07-16,Lorong Baiduri Satu,Tempat Kerja,Maran
2021-07-16,Lorong Baiduri Satu,Tempat Kerja,Jerantut
2021-07-16,Lorong Baiduri Satu,Tempat Kerja,Temerloh
2021-07-16,Industri Alam Jaya Tiga,Tempat Kerja,Kuala Selangor
2021-07-16,Jalan Mayang Pasir,Tempat Kerja,Barat Daya
2021-07-16,Jalan Mayang Pasir,Tempat Kerja,Timur Laut
2021-07-16,Tapak Bina Jalan Lagong,Tempat Kerja,Gombak
2021-07-16,Satu Lagenda,Tempat Kerja,Melaka Tengah
2021-07-16,Satu Lagenda,Tempat Kerja,Alor Gajah
2021-07-16,Kampung Kukup,Komuniti,Pontian
2021-07-16,Terusan Utama,Komuniti,Sabak Bernam
2021-07-16,Bakti 2,Pusat Tahanan,Seremban
2021-07-16,Bakti 2,Pusat Tahanan,Rembau
2021-07-16,Kolam Air 2,Pusat Tahanan,Kota Setar
2021-07-16,Kolam Air 2,Pusat Tahanan,Kubang Pasu
2021-07-16,Kolam Air 2,Pusat Tahanan,Pendang
2021-07-16,Persiaran Cassia Selatan Satu,Tempat Kerja,Seberang Perai Selatan
2021-07-17,Paya Datuk,Kumpulan Berisiko Tinggi,Alor Gajah
2021-07-17,Paya Datuk,Kumpulan Berisiko Tinggi,Melaka Tengah
2021-07-17,Paya Datuk,Kumpulan Berisiko Tinggi,Jasin
2021-07-17,Jalan Seri Tawar,Pendidikan,Seberang Perai Utara
2021-07-17,Bedup Longgo,Komuniti,Serian
2021-07-17,Lorong Perusahaan 8B,Tempat Kerja,Seberang Perai Tengah
2021-07-17,Lorong Perusahaan 8B,Tempat Kerja,Seberang Perai Selatan
2021-07-17,Lorong Perusahaan 8B,Tempat Kerja,Seberang Perai Utara
2021-07-17,Lorong Perusahaan Baru Tiga,Tempat Kerja,Seberang Perai Tengah
2021-07-17,Lorong Perusahaan Baru Tiga,Tempat Kerja,Seberang Perai Utara
2021-07-17,Lorong Perusahaan Baru Tiga,Tempat Kerja,Seberang Perai Selatan
2021-07-17,Saujana Putra Satu,Tempat Kerja,Kuala Langat
2021-07-17,Saujana Putra Satu,Tempat Kerja,Petaling
2021-07-17,Industri Alam Perdana,Tempat Kerja,Kuala Selangor
2021-07-17,Industri Saujana Teratai,Tempat Kerja,Kuala Selangor
2021-07-17,Jambatan Liawan,Komuniti,Keningau
2021-07-17,Tapak Bina Jalan Batu View,Tempat Kerja,Kepong
2021-07-17,Jalan Limau Purut,Tempat Kerja,Lembah Pantai
2021-07-17,Lorong Jelawat,Tempat Kerja,Seberang Perai Tengah
2021-07-17,Lorong Jelawat,Tempat Kerja,Seberang Perai Utara
2021-07-17,Tapak Bina Jalan Awan Besar,Tempat Kerja,Lembah Pantai
2021-07-17,Industri Lot 11 Tangga Batu,Tempat Kerja,Melaka Tengah
2021-07-17,Industri Lot Lima Batu Berendam,Tempat Kerja,Melaka Tengah
2021-07-17,Industri Lot Lima Batu Berendam,Tempat Kerja,Alor Gajah
2021-07-17,Industri Jalan TJ Utara,Tempat Kerja,Seremban
2021-07-17,Industri Chembong,Tempat Kerja,Rembau
2021-07-17,Kampung Tanjung Tok Sadang,Komuniti,Kota Bharu
2021-07-17,Kampung Bujuk,Komuniti,Pasir Mas
2021-07-17,Kampung Kepas,Komuniti,Machang
2021-07-17,Rantau Melor,Komuniti,Jerantut
2021-07-17,Industri Jalan Usaha 13,Tempat Kerja,Melaka Tengah
2021-07-17,Perindustrian PLO 34,Tempat Kerja,Kulai
2021-07-17,Lorong Perusahaan 10,Tempat Kerja,Seberang Perai Tengah
2021-07-17,Lorong Chinniah,Kumpulan Berisiko Tinggi,Klang
2021-07-17,Jalan Penaga 18,Tempat Kerja,Johor Bahru
2021-07-17,Jalan Langsat Choh,Tempat Kerja,Pontian
2021-07-17,Jalan Keluli Empat,Tempat Kerja,Johor Bahru
2021-07-18,Industri Desa Aman,Tempat Kerja,Gombak
2021-07-18,Industri Desa Aman,Tempat Kerja,Petaling
2021-07-18,Industri Jalan Klinik,Tempat Kerja,Klang
2021-07-18,Persiaran Pekeliling Bangi,Tempat Kerja,Hulu Langat
2021-07-18,Agathis,Tempat Kerja,Kalabakan
2021-07-18,Sri Sandau,Tempat Kerja,Kinabatangan
2021-07-18,Jalan Segambut Duta,Tempat Kerja,Kepong
2021-07-18,Industri Jalan Usaha 12,Tempat Kerja,Melaka Tengah
2021-07-18,Dah Padang Temusu,Tempat Kerja,Kuala Muda
2021-07-18,Dah Padang Temusu,Tempat Kerja,Pendang
2021-07-18,Batu Enam Pandan,Tempat Kerja,Johor Bahru
2021-07-18,Jalan Bacang 30,Komuniti,Johor Bahru
2021-07-18,Jalan Tasek Seri Alam,Komuniti,Johor Bahru
2021-07-18,Jalan Denai Utama,Komuniti,Johor Bahru
2021-07-18,Dah Kampung Kerchut,Komuniti,Kubang Pasu
2021-07-18,Pos Iskandar,Komuniti,Bera
2021-07-18,Tembok Tawau Dua,Pusat Tahanan,Tawau
2021-07-18,Batu Tiga Utara,Kumpulan Berisiko Tinggi,Sandakan
2021-07-18,Lorong MIEL Lundang,Tempat Kerja,Kota Bharu
2021-07-18,Lorong MIEL Lundang,Tempat Kerja,Machang
2021-07-18,Lorong MIEL Lundang,Tempat Kerja,Tumpat
2021-07-19,Troitsky,Import,Johor Bahru
2021-07-19,Troitsky,Import,Kota Tinggi
2021-07-19,Tembok Kemus 2,Pusat Tahanan,Alor Gajah
2021-07-19,Tembok Kemus 2,Pusat Tahanan,Jasin
2021-07-19,DTI Machap Umboo 2,Pusat Tahanan,Alor Gajah
2021-07-19,Jalan Midah 8A,Kumpulan Berisiko Tinggi,Cheras
2021-07-19,Bukit Tebuk,Komuniti,Dungun
2021-07-19,Parit Beting,Komuniti,Muar
2021-07-19,Jalan Desa Mutiara Lapan,Komuniti,Johor Bahru
2021-07-19,Gudang Desa Corina,Tempat Kerja,Cameron Highlands
2021-07-19,Industri Persiaran Sultan,Tempat Kerja,Klang
2021-07-19,Pauh,Tempat Kerja,Kinabatangan
2021-07-19,Jalan Kilang Satu Jelapang,Tempat Kerja,Kinta
2021-07-19,Dah 3/6 Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-07-19,Dah 3/6 Industri Sungai Petani,Tempat Kerja,Sik
2021-07-19,Teknologi Lot Enam 2,Tempat Kerja,Melaka Tengah
2021-07-19,Tapak Bina Jalan Kamuning,Tempat Kerja,Lembah Pantai
2021-07-19,Jalan Jambu,Tempat Kerja,Kepong
2021-07-19,Tapak Bina Jalan Binjai,Tempat Kerja,Lembah Pantai
2021-07-19,Jalan Usahawan Lima,Tempat Kerja,Seberang Perai Utara
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Barat Daya
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Timur Laut
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Seberang Perai Utara
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Seberang Perai Tengah
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Seberang Perai Selatan
2021-07-19,Lebuh Tenggiri,Tempat Kerja,Seberang Perai Utara
2021-07-19,Lebuh Tenggiri,Tempat Kerja,Seberang Perai Tengah
2021-07-19,Industri Valdor,Tempat Kerja,Seberang Perai Selatan
2021-07-19,Kampung Parit Tiram,Tempat Kerja,Muar
2021-07-19,Jalan Rami Dua,Tempat Kerja,Muar
2021-07-19,Industri Jalan Seelong,Tempat Kerja,Kulai
2021-07-19,Industri Jalan Firma Kluang,Tempat Kerja,Kluang
2021-07-19,Kampung Dewan Besar,Komuniti,Machang
2021-07-19,Jalan Rekang Tangok,Kumpulan Berisiko Tinggi,Bachok
2021-07-19,Jalan Rekang Tangok,Kumpulan Berisiko Tinggi,Kota Bharu
2021-07-19,Jalan Rekang Tangok,Kumpulan Berisiko Tinggi,Pasir Puteh
2021-07-19,Sungai Long,Komuniti,Jeli
2021-07-19,Sungai Long,Komuniti,Kuala Krai
2021-07-19,Angsana,Komuniti,Papar
2021-07-19,Jalan Selalang,Komuniti,Sarikei
2021-07-19,Jalan Pak Ngah Aziz,Komuniti,Kuantan
2021-07-19,Industri Elektronik Bemban,Tempat Kerja,Jasin
2021-07-20,Kampung Sungai Seputeh,Komuniti,Larut
2021-07-20,Kampung Sungai Seputeh,Komuniti,Matang
2021-07-20,Kampung Sungai Seputeh,Komuniti,Selama
2021-07-20,DTI Bidor,Pusat Tahanan,Batang Padang
2021-07-20,DTI Bidor,Pusat Tahanan,Hilir Perak
2021-07-20,DTI Bidor,Pusat Tahanan,Kerian
2021-07-20,DTI Bidor,Pusat Tahanan,Manjung
2021-07-20,Industri Jalan Haji Sirat,Tempat Kerja,Klang
2021-07-20,Industri Jalan Haji Sirat,Tempat Kerja,Kuala Selangor
2021-07-20,Industri Jalan Haji Sirat,Tempat Kerja,Petaling
2021-07-20,Industri Persiaran Subang,Tempat Kerja,Petaling
2021-07-20,Industri Persiaran Subang,Tempat Kerja,Klang
2021-07-20,Industri Persiaran Subang,Tempat Kerja,Hulu Langat
2021-07-20,Alam Jaya Lima,Tempat Kerja,Kuala Selangor
2021-07-20,Industri Kenanga Satu,Tempat Kerja,Hulu Selangor
2021-07-20,Industri Kenanga Satu,Tempat Kerja,Hulu Langat
2021-07-20,Simpang Jeram,Tempat Kerja,Muar
2021-07-20,Jalan Sri Pelangi,Tempat Kerja,Johor Bahru
2021-07-20,Jalan Istimewa Dua,Tempat Kerja,Johor Bahru
2021-07-20,Jalan Istimewa Dua,Tempat Kerja,Kota Tinggi
2021-07-20,Tapak Bina Jalan Kia Peng,Tempat Kerja,Lembah Pantai
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Temerloh
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Bera
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Jerantut
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Maran
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Bentong
2021-07-20,Jalan Stadium,Tempat Kerja,Kota Bharu
2021-07-20,Industri Teknologi Cheng 30,Tempat Kerja,Alor Gajah
2021-07-20,Industri Teknologi Cheng 30,Tempat Kerja,Melaka Tengah
2021-07-20,Jalan Waterfront,Tempat Kerja,Port Dickson
2021-07-20,Pasar Besar Dungun,Tempat Kerja,Dungun
2021-07-20,Kampung Pukak,Komuniti,Tuaran
2021-07-20,Jalan Bukit Chagar,Kumpulan Berisiko Tinggi,Johor Bahru
2021-07-20,Jalan Berhala Merah,Tempat Kerja,Lembah Pantai
